season,origin,cancelled,is_core,colorway_sku,colorway_name,style_sku,style_name,source,vendor,brand,variant_count,missing_count,missing_fields,needs_variants,needs_price,needs_hs_code,needs_customs_desc,needs_weight,needs_fibre,needs_country_of_origin,needs_manufacturer,src_price,src_hs_code,src_customs_desc,src_weight,src_fibre,src_origin,src_manufacturer,fully_recoverable,unrecoverable_fields,cin7_attribute3
CONTINUITY,NEW,,,VN-ONLN-12745,Jaquard Knit Sweater (L),VN-ONLN-12745,Jaquard Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11866,DKNY Tie (OneSize),VN-ONLN-11866,DKNY Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13322,1999 Looney Tunes Basketball Tee (2XL),VN-ONLN-13322,1999 Looney Tunes Basketball Tee (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13405,2011 NASCAR Digger & Friends Tee (2XL),VN-ONLN-13405,2011 NASCAR Digger & Friends Tee (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11313,Lamatta Knitted Sweater (L),VN-ONLN-11313,Lamatta Knitted Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12774,Varsity Denim Jacket (XL),VN-ONLN-12774,Varsity Denim Jacket (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13467,Green Bay Packers Tee (L),VN-ONLN-13467,Green Bay Packers Tee (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12588,Wrangler Denim Shirt (M),VN-ONLN-12588,Wrangler Denim Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12211,Ralph Lauren Shirt (M),VN-ONLN-12211,Ralph Lauren Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12231,Argyle Wool Knit Sweater (2XL),VN-ONLN-12231,Argyle Wool Knit Sweater (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9476,80's Swedish brushed pattern knit (L),VN-ONLN-9476,80's Swedish brushed pattern knit (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11587,90's Striped US Shirt (L),VN-ONLN-11587,90's Striped US Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11472,90's Plain College Sweat (L),VN-ONLN-11472,90's Plain College Sweat (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12981,Hanes Kansas City Chiefs Sweatshirt (XL),VN-ONLN-12981,Hanes Kansas City Chiefs Sweatshirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11039,Armani Jeans Light Summer Jacket (XL),VN-ONLN-11039,Armani Jeans Light Summer Jacket (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12084,2019 Diesel Womens Blouse (S),VN-ONLN-12084,2019 Diesel Womens Blouse (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9071,1993 Levi's beige denim shit (S),VN-ONLN-9071,1993 Levi's beige denim shit (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-AVA-JP-BLSHDW,Ava Japan Blue Shadow,LIV-AVA-JP-BLSHDW,Ava Japan Blue Shadow,CIN7_IMPORT,Livid Femme,Livid,11,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-13223,Green Bay Packers Tee (M),VN-ONLN-13223,Green Bay Packers Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12946,Calvin Klein Silk Tie (OneSize),VN-ONLN-12946,Calvin Klein Silk Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11360,Polo by Ralph Lauren Shirt (S),VN-ONLN-11360,Polo by Ralph Lauren Shirt (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10860,Tommy Bahama Silk Shirt (2XL),VN-ONLN-10860,Tommy Bahama Silk Shirt (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-EDVRD-JPN-RNS,Edvard Japan Rinse,LIV-EDVRD-JPN-RNS,Edvard Japan Rinse,CIN7_IMPORT,Livid Men,Livid,4,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's jeans - 100% cotton
CONTINUITY,NEW,,,LIV-Morin-BK,Morin Black Linen,LIV-Morin-BK,Morin Black Linen,CIN7_IMPORT,Livid Men,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's Sweater - Knitted 100% wiil
CONTINUITY,NEW,,,VN-ONLN-11985,Lanvin Tie (OneSize),VN-ONLN-11985,Lanvin Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9265,80's silk blend Nike Running tee (L),VN-ONLN-9265,80's silk blend Nike Running tee (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13354,Burberry Chino Shorts (W30),VN-ONLN-13354,Burberry Chino Shorts (W30),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12900,San Marco Wool Knit Sweater (L),VN-ONLN-12900,San Marco Wool Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-Barnes-B,Barnes Japan Beige,LIV-Barnes-B,Barnes Japan Beige,CIN7_IMPORT,Livid Men,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's trouser - 100% cotton
CONTINUITY,NEW,,,VN-ONLN-13419,Morro Bay CA Tee (M),VN-ONLN-13419,Morro Bay CA Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10060,Harley Tee (M),VN-ONLN-10060,Harley Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12005,Traditional Knit Sweater (M),VN-ONLN-12005,Traditional Knit Sweater (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10214,Gucci Sunglasses (OneSize),VN-ONLN-10214,Gucci Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10892,Diesel Chambray work shirt (M),VN-ONLN-10892,Diesel Chambray work shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13492,Silk Resort Shirt (2XL),VN-ONLN-13492,Silk Resort Shirt (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10969,Wrangler Carpenter Denim Shorts (W36),VN-ONLN-10969,Wrangler Carpenter Denim Shorts (W36),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-PR-AVR-VLGR,Avoriaz Velours Graphite,EXT-PR-AVR-VLGR,Avoriaz Velours Graphite,CIN7_IMPORT,Paraboot,Paraboot,2,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Men Shoes
CONTINUITY,NEW,,,VN-ONLN-12854,Nike Tank Top  (L),VN-ONLN-12854,Nike Tank Top  (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-BLK-TP,Blake Taupe,LIV-BLK-TP,Blake Taupe,CIN7_IMPORT,Livid Unisex,Livid,6,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men jacket - 100% Wool
CONTINUITY,NEW,,,VN-ONLN-10489,Napapijri Pique (XL) (XL),VN-ONLN-10489,Napapijri Pique (XL) (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11009,Gucci Sunglasses (OneSize),VN-ONLN-11009,Gucci Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11601,Tommy Hilfiger Shirt (M),VN-ONLN-11601,Tommy Hilfiger Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13109,Polo by Ralph Lauren Wool Quarter Zip (XL),VN-ONLN-13109,Polo by Ralph Lauren Wool Quarter Zip (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13326,Alpha Industries NASA Hoodie (M),VN-ONLN-13326,Alpha Industries NASA Hoodie (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12326,Jaquard Wool Knit Sweater (L),VN-ONLN-12326,Jaquard Wool Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10201,Dior Sunglasses (OneSize),VN-ONLN-10201,Dior Sunglasses (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13182,Burberry Linen Shorts (W31),VN-ONLN-13182,Burberry Linen Shorts (W31),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11370,Polo by Ralph Lauren Shirt (L),VN-ONLN-11370,Polo by Ralph Lauren Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,LIV-PLTH-CHRCL-MRN,Plath Charcoal Merino,LIV-PLTH-CHRCL-MRN,Plath Charcoal Merino,CIN7_IMPORT,Livid Unisex,Livid,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Men's beanie - 100% Wool
CONTINUITY,NEW,,,VN-ONLN-10117,Eddie Bauer linen shirt (XL),VN-ONLN-10117,Eddie Bauer linen shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13586,L.L. Bean Flannel Shirt (2XL),VN-ONLN-13586,L.L. Bean Flannel Shirt (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13088,Marlboro Classics Cargo Shorts (W33),VN-ONLN-13088,Marlboro Classics Cargo Shorts (W33),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12849,Nike Tee (M),VN-ONLN-12849,Nike Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13320,Disney Mickey Mouse Sweatshirt (M),VN-ONLN-13320,Disney Mickey Mouse Sweatshirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,EXT-BKST-BSTN-SD-NW-NVY,Boston Suede New Navy,EXT-BKST-BSTN-SD-NW-NVY,Boston Suede New Navy,CIN7_IMPORT,Birkenstock,Birkenstock,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,CIN7,,NONE,NO,manufacturer,Unisex sandals - 100% leather
CONTINUITY,NEW,,,VN-ONLN-13573,Eddie Bauer Chamois Cloth Shirt (L),VN-ONLN-13573,Eddie Bauer Chamois Cloth Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13543,Chaps by Ralph Lauren Quarter Zip (XL),VN-ONLN-13543,Chaps by Ralph Lauren Quarter Zip (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10158,Tommy Hilfiger oversized wool overshirt (L),VN-ONLN-10158,Tommy Hilfiger oversized wool overshirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10685,90's Disney Tee (M),VN-ONLN-10685,90's Disney Tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12483,Tommy Hilfiger Striped Cotton Sweater (XL),VN-ONLN-12483,Tommy Hilfiger Striped Cotton Sweater (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13567,Striped Knit Sweater (L),VN-ONLN-13567,Striped Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12784,Looney Tunes Denim Jacket (L),VN-ONLN-12784,Looney Tunes Denim Jacket (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10319,Silk textured shirt (L),VN-ONLN-10319,Silk textured shirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13123,Women's Burberry Shirt (XS),VN-ONLN-13123,Women's Burberry Shirt (XS),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13536,Nautica Quarter Zip Knit (XL),VN-ONLN-13536,Nautica Quarter Zip Knit (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9946,South Carolina U Denim Shirt (M),VN-ONLN-9946,South Carolina U Denim Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12573,Pattern Jaquard Knit Sweater (S),VN-ONLN-12573,Pattern Jaquard Knit Sweater (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13595,"""I'm Not Normal"" Tee (S)",VN-ONLN-13595,"""I'm Not Normal"" Tee (S)",CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9826,1985 Villanova Wildcats tee (M),VN-ONLN-9826,1985 Villanova Wildcats tee (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11632,Boss by Hugo Boss Shirt (XL),VN-ONLN-11632,Boss by Hugo Boss Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12731,Tommy Bahama Silk Shirt (M),VN-ONLN-12731,Tommy Bahama Silk Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10555,90's Reebok Universal Studios Running Tee (XL),VN-ONLN-10555,90's Reebok Universal Studios Running Tee (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13230,1982 Florida State Tee (S),VN-ONLN-13230,1982 Florida State Tee (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9337,90's plain varsity jacket (S),VN-ONLN-9337,90's plain varsity jacket (S),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-11068,Dan River Western Shirt (M),VN-ONLN-11068,Dan River Western Shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12955,McGregor Lightweight Harrington Jacket (L),VN-ONLN-12955,McGregor Lightweight Harrington Jacket (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10103,1998 Stanford Cardinal tee (XL),VN-ONLN-10103,1998 Stanford Cardinal tee (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13568,V-Neck Wool Knit Sweater (L),VN-ONLN-13568,V-Neck Wool Knit Sweater (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-10278,Tommy Hilfiger Magnetic button shirt (M),VN-ONLN-10278,Tommy Hilfiger Magnetic button shirt (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9449,90's Italian pattern knit (M),VN-ONLN-9449,90's Italian pattern knit (M),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13334,Polo by Ralph Lauren Silk Tie (OneSize),VN-ONLN-13334,Polo by Ralph Lauren Silk Tie (OneSize),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12953,Champion Track Jacket (2XL),VN-ONLN-12953,Champion Track Jacket (2XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-9849,90's Nike Oregon State Beavers tee (L),VN-ONLN-9849,90's Nike Oregon State Beavers tee (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13056,2001 Lee Tennessee Titans Sweatshirt (L),VN-ONLN-13056,2001 Lee Tennessee Titans Sweatshirt (L),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-12599,Woolrich Hunting Shirt (L),VN-ONLN-12599,Woolrich Hunting Shirt (L),CIN7_IMPORT,Vintage,Vintage,1,4,price; customs desc; fibre; manufacturer,,1,,1,,1,,1,NONE,,CIN7,,NONE,,NONE,NO,price; fibre; manufacturer,Used Vintage garment
CONTINUITY,NEW,,,VN-ONLN-13089,Think Pink Corduroy Shirt (XL),VN-ONLN-13089,Think Pink Corduroy Shirt (XL),CIN7_IMPORT,Vintage,Vintage,1,3,customs desc; fibre; manufacturer,,,,1,,1,,1,,,CIN7,,NONE,,NONE,NO,fibre; manufacturer,Used Vintage garment
